text	label
I deposited some money, but the balance has not changed.	balance_not_updated_after_cheque_or_cash_deposit
Please tell me where I can update my details since I moved.	edit_personal_details
I seem to have a problem here, I bought something about a 2 weeks ago and just now received the payment back into my account and I've already received the item. Can you tell me what is going on here?	reverted_card_payment?
Do you accept cheques for top-up?	top_up_by_cash_or_cheque
How do I cancel a transfer?	cancel_transfer
Can I use the app without my phone?	lost_or_stolen_phone
What's the process for topping up by card?	topping_up_by_card
I need to set up an account for my daughter, how would I do that?	age_limit
Why wouldn't the ATM give me cash?	declined_cash_withdrawal
What is the maximum transactions for one disposable card?	disposable_card_limits
Trouble with my top up	top_up_failed
How come my transfer got declined	declined_transfer
What is this extra fee while I was doing a transfer?	transfer_fee_charged
Are there specific ATM's I can use with this card?	atm_support
I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.	pending_top_up
How can I get a refund for an item I purchased but has not yet arrived?	request_refund
I tried to make a transfer like five different times. Why won't your system let me? Is it broke?	failed_transfer
Is a new debit card free?	getting_spare_card
I was overcharged a pound.	extra_charge_on_statement
I placed a cheque but the funds aren't there	balance_not_updated_after_cheque_or_cash_deposit
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on	card_not_working
I purchased something overseas and the incorrect exchange rate was applied.	card_payment_wrong_exchange_rate
How do I use American express to top up my account?	supported_cards_and_currencies
I need two cards. Is this possible?	getting_spare_card
Supported countries	country_support
My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.	top_up_failed
My transfer failed, why?	failed_transfer
Who can have access to top up my account?	topping_up_by_card
What are the auto-top up policies?	automatic_top_up
why wouldnt the atm give me money	declined_cash_withdrawal
I didn't mean to do the transfer, is there any way to cancel it?	cancel_transfer
Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?	failed_transfer
What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.	pending_transfer
How long do cheques take to post to your account?	balance_not_updated_after_cheque_or_cash_deposit
I could not transfer to a beneficiary	beneficiary_not_allowed
Would I be able to get an account for my child?	age_limit
I inadvertently completed a transaction on a wrong account.	cancel_transfer
Are there limits with top-up?	top_up_limits
Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.	card_payment_fee_charged
How can I stop someone from using my card after I lost it yesterday.	lost_or_stolen_phone
What happened to the transfer I did?	balance_not_updated_after_bank_transfer
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?	card_payment_wrong_exchange_rate
There's a possibility that my card was compromised.	compromised_card
Why doesn't it work when I use American Express to try to add money to my account?	supported_cards_and_currencies
Can I pay with my card anywhere?	card_acceptance
Please tell me how to edit my personal details.	edit_personal_details
Where is a Mastercard ATM?	atm_support
Can I choose between Mastercard and Visa?	visa_or_mastercard
Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.	cancel_transfer
How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?	pending_top_up
I don't think that my top-up worked.	top_up_failed
Seems like my top-up has not gone through	pending_top_up
I don't recognize some transactions.  Is someone else using it?	compromised_card
I  see an extra 1Â£ charge on my app. Why did It charge me extra?	extra_charge_on_statement
Let me know what the steps for the identity checks are	verify_my_identity
I got a transfer fail message, but no explanation of why-- what happened?	failed_transfer
It seems like a transfer is pending.	pending_transfer
How do I verify my identity online	verify_my_identity
I would like to cancel my previous purchase.	request_refund
Is this card available to Americans?	country_support
i need to trace a deposit	verify_source_of_funds
I made a cash withdraw and it shows up as pending why is that?	pending_cash_withdrawal
I am interested in giving a second card to my daughter, how can I make this happen?	getting_spare_card
I used my card top-up but all of the money is missing.	topping_up_by_card
My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?	pending_top_up
I would like to get help from someone in your customer service department with assisting me with activating my card.	activate_my_card
My card isn't working at all. What happened?	card_not_working
My payment didn't work and the money is in back in my account.	reverted_card_payment?
Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?	transfer_not_received_by_recipient
What should I do if someone else used my card?	compromised_card
I checked my account today and saw that I was charged an extra pound that I did not spend.	extra_charge_on_statement
I no longer want this can i cancel my purchase?	request_refund
My transfer is pending, why?	pending_transfer
I'm interested in learning more about product refunds.	request_refund
It's been a week since you sent my card and I still don't have it.	card_arrival
The app doesn't believe that I am myself	unable_to_verify_identity
My card has gone missing.	lost_or_stolen_card
I made a payment but the app cancelled it.	reverted_card_payment?
Can I use this app to change money?	exchange_via_app
Why has my payment been reversed?	reverted_card_payment?
I have not seen any changes in my account balance(s) after making a transfer.	pending_transfer
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.	transfer_fee_charged
Is there a reason to why I was charged twice for a transaction?	transaction_charged_twice
Are there discounts for frequent currency exchanges?	exchange_charge
Too many times I entered the incorrect PIN.  How can I get my account unblocked?	pin_blocked
I have tried 5 times at this point to complete a transfer that's simply standard. What appears to be the problem? Is your system messed up?	failed_transfer
Is there a certain age I need to be?	age_limit
How can I cancel my transfer?	cancel_transfer
What are the reasons that my mortgage payment won't go through? I'm getting an error and don't know how to correct to get this transfer to go through.	failed_transfer
I need assistance completing a transfer. I'm trying to purchase a flat and need the money for the initial mortgage payment. I keep getting an error and the transfer is not going through. What is going on here?	failed_transfer
I would like to know what exchange rates you use?	exchange_rate
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?	balance_not_updated_after_cheque_or_cash_deposit
I got a fee when paying with my card	card_payment_fee_charged
I'm concerned because my cash withdrawal is pending.	pending_cash_withdrawal
I did a bank transfer to top up, but the money is not available.	top_up_failed
Give me back my money, I'm not paying the sellers. It has been a long time ago that I made an order and it just isn't coming.	request_refund
I deposited some cash but it hasn't shown up in my account yet, what's going on?	balance_not_updated_after_cheque_or_cash_deposit
How can I change currency type?	exchange_via_app
What do I do?  My card is broken.	card_not_working
I want to know your exchange rates.	exchange_rate
I've been waiting for 3 days, why is my withdrawal still pending?	pending_cash_withdrawal
Someone mugged my and stole everything.  I can't use the app.  What should I do?	lost_or_stolen_phone
how can i exchange currencies	exchange_via_app
I want to reset my passcode, how can I do that?	passcode_forgotten
I would like to change my adress	edit_personal_details
I did not get enough cash	wrong_amount_of_cash_received
My things were stolen and I need to know if I can still use this app.	lost_or_stolen_phone
I'll send a check to top up my account	top_up_by_cash_or_cheque
Do you charge if I use a European bank card for top up?	top_up_by_card_charge
What do I do if I have been charged twice?	transaction_charged_twice
The exchange rate that was applied for an international purchase was wrong.	card_payment_wrong_exchange_rate
I didn't know I was going to get charged to use my card.	card_payment_fee_charged
I have been double charged	transaction_charged_twice
May I transfer a cheque into my account?	top_up_by_cash_or_cheque
I just topped up, and the app denied it.	top_up_failed
Do you charge for sending more cards?	getting_spare_card
To deliver to the US, how long will it take?	card_delivery_estimate
How long does it take for something to be delivered to the U.S?	card_delivery_estimate
I topped off my card is that something you will charge me for?	top_up_by_card_charge
What foreign exchange rate will I get?	exchange_rate
It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere!	request_refund
If I need to transfer something quick from China, how long does that take?	transfer_timing
When is a payment I made with my card going to clear>	pending_card_payment
I was attempting to top up with my card but the money has vanished!	topping_up_by_card
what is the correct exchange rate for getting cash	wrong_exchange_rate_for_cash_withdrawal
What's the procedure for canceling a purchase?	request_refund
Is there an additional cost to exchange currencies?	exchange_charge
How do I cancel a transaction?	cancel_transfer
Shopping on line I was declined when trying to buy something.	declined_transfer
I think my phone was stolen. What can I do?	lost_or_stolen_phone
Do I need to convert my currency from GBP before transferring?	receiving_money
I made a transfer from France a couple days ago and don't see the transaction yet. How long does an international transfer take?	balance_not_updated_after_bank_transfer
Which fiat currencies do you currently support? Will this change in this future?	fiat_currency_support
I have not received my card and it's been a week, what do I do?	card_arrival
So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user?	transfer_fee_charged
Can I have a friend send money directly to me?	receiving_money
What is this fee debit on my account?	extra_charge_on_statement
What is the max amount of disposable cards I'm allowed.	disposable_card_limits
How do I verify my identity?	verify_my_identity
Can you explain the transfer fee that I was charged?	transfer_fee_charged
Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.	card_payment_wrong_exchange_rate
I have a problem with a transfer. It didn't work. Can you tell me why?	declined_transfer
i tried to transfer cryptocurrency into my account but was denied	beneficiary_not_allowed
Can I open up an account for my child?	age_limit
Do you accept cheques for top ups?	top_up_by_cash_or_cheque
How do you figure out the exchange rate? Can you explain why I got less money than expected?	wrong_exchange_rate_for_cash_withdrawal
I really need to know how to change my pin.	change_pin
Are currency exchanges free?	exchange_charge
I would like to know how to transfer money into my account.	transfer_into_account
How do I cancel a purchase?	request_refund
Why was I charged a higher exchange rate when I bought something abroad?	card_payment_wrong_exchange_rate
Why is there an additional fee showing on the statement I received?	extra_charge_on_statement
How can I fix this? The ATM gave me more cash than I'd asked for.	wrong_amount_of_cash_received
Can I choose between Visa and Mastercard?	visa_or_mastercard
I was abroad and needed some cash, but I think the wrong exchange rate was applied to the transaction.	wrong_exchange_rate_for_cash_withdrawal
It's only been a few weeks my my top-up got cancelled	top_up_reverted
I was charged multiple times for one purchase	transaction_charged_twice
What does pending payment mean?	pending_card_payment
Do I have to go into the bank to change my PIN?	change_pin
Somebody used my card without my knowledge!	compromised_card
cash and check deposit has not gone thru	balance_not_updated_after_cheque_or_cash_deposit
Does a discount apply if I exchange currencies frequently?	exchange_charge
The app has rejected my top up.	top_up_failed
Is there a way to change my PIN without having to go to the bank?	change_pin
I just made an order and noticed an extra fee. Why have you charged me this without informing me?	card_payment_fee_charged
I wish to top up using a cheque.	top_up_by_cash_or_cheque
When I add money to my international card do you charge a fee to do so?	top_up_by_card_charge
The rate applied to my foreign currency at an ATM was incorrect.	wrong_exchange_rate_for_cash_withdrawal
Can I transfer something urgently from China? How long does it take?	transfer_timing
how to exchange currencies	exchange_via_app
Is it possible to purchase more physical cards with my account?	getting_spare_card
I made a purchase but the exchange rate is wrong?	card_payment_wrong_exchange_rate
Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?	top_up_failed
Questionable transactions on my account.	compromised_card
I want a new PIN please.	change_pin
How do I know where my money comes from?	verify_source_of_funds
How can you assist me on topping up on bank transfers to my account?	transfer_into_account
Which countries are you in?	country_support
Why was I charged for payments? You didn't warn me about additional fees.	card_payment_fee_charged
Why is my withdrawl to cash still pending?	pending_cash_withdrawal
Will the card be a Mastercard or a Visa?	visa_or_mastercard
help my money isnt showing up	balance_not_updated_after_bank_transfer
when will my transfer clear	pending_transfer
Will I be charged if I add more cards to the account?	getting_spare_card
How can I change my account details?	edit_personal_details
Is there a fee for european bank cards?	top_up_by_card_charge
How can I put more money into my account?	top_up_by_cash_or_cheque
I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?	transfer_not_received_by_recipient
My account was charged twice for one purchase	transaction_charged_twice
Do I need to add my salary?	receiving_money
What process should I use to transfer money into my account?	transfer_into_account
How do I use a cheque to top up?	top_up_by_cash_or_cheque
How can get a Visa card?	visa_or_mastercard
Please provide me with the restrictions of the disposable cards.	disposable_card_limits
I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?	wrong_amount_of_cash_received
I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.	transaction_charged_twice
"At which ATMs can I use this card?"""	atm_support
Does this app exchange currencies?	exchange_via_app
When will my transfer post to my account?	transfer_timing
Why is a transfer to a beneficiary not possible?	beneficiary_not_allowed
How long does it take for cards to be delivered after ordering them?	card_delivery_estimate
I want to find out what happened to my new card?	card_arrival
Can you explain to me why a top up would be reverted?	top_up_reverted
What is limit of disposable cards  I can make per day?	disposable_card_limits
How long will it take to get to the US?	card_delivery_estimate
My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?	top_up_reverted
Tell me why there is a fee for a card payment.	card_payment_fee_charged
Why did my top-up get reverted?	top_up_reverted
Can this card be used at all ATMs?	atm_support
I paid with my card and I was charged a fee	card_payment_fee_charged
What's the deal? Money has just disappeared out of my account. I thought you offered crypto top up and it doesn't seem to working.	top_up_reverted
I transferred money but the recipient does not see the funds in their account?	transfer_not_received_by_recipient
The cheque I sent a few days ago has not been deposited yet, what is the hold up?	balance_not_updated_after_cheque_or_cash_deposit
The app doesn't believe its me.	unable_to_verify_identity
Are your cards available in the EU?	country_support
I ordered my card but it hasn't been delivered yet	card_arrival
How long before I can see that my cash withdrawal has taken place?	pending_cash_withdrawal
A transaction on my card shows as pending.	pending_card_payment
I think my passcode was changed	passcode_forgotten
My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?	top_up_reverted
How can I pay for top-ups?	supported_cards_and_currencies
How do I go through the identity checks?	verify_my_identity
I want to use cash to top up.	top_up_by_cash_or_cheque
can i transfer money i the app	transfer_into_account
My card payment says pending and it hasn't changed	pending_card_payment
I need information explaining why my top-up failed to go through	top_up_failed
Why is the cash transaction still showing as not completed?	pending_cash_withdrawal
I seem to of forgotten my passcode.	passcode_forgotten
I would like help to revert a transaction I did this morning	cancel_transfer
Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.	pending_cash_withdrawal
What is the pending payment on my card about?	pending_card_payment
Can you tell me whats going on with my card it seems to be not working?	card_not_working
Why hasn't the transfer shown up in my account yet?	transfer_timing
Why was my card charged when topping off my balance but it's not showing up in my wallet balance?	topping_up_by_card
Do you charge a fee for topping up a card?	top_up_by_card_charge
What are the currencies that are accepted to add money?	supported_cards_and_currencies
can i get a card if I live in the usa?	country_support
Can I set it up to add money every few days automatically while I am traveling?	automatic_top_up
How do I make my transfer go through	declined_transfer
While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?	pin_blocked
Who accepts the card?	card_acceptance
I thought I was going to receive more currency?	wrong_exchange_rate_for_cash_withdrawal
i made a payment with my card and was charged a fee, why would you do that	card_payment_fee_charged
Why isn't my purchase exchange rate correct?	card_payment_wrong_exchange_rate
I may no longer need GBP, but instead I will need AUD, how can I go about making this change?	exchange_via_app
Does the app top up automatically?	automatic_top_up
I'd prefer Mastercard.	visa_or_mastercard
What is the extra fee on my statement?	extra_charge_on_statement
Balance hasn't been updated following a bank transfer	balance_not_updated_after_bank_transfer
Why did my payment get declined?	declined_transfer
Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made!	transfer_fee_charged
Why are my transfers getting declined?  I havent had a problem in the past.	declined_transfer
Can I get a card that works in other countries like Africa and Indonesia?	country_support
Is my transfer pending?	pending_transfer
I am inquiring about a $1 charge on my statement.	extra_charge_on_statement
I need help verifying my identity.	unable_to_verify_identity
It won't let me activate my card.	activate_my_card
What time will a transfer from the US take?	transfer_timing
How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though...	wrong_amount_of_cash_received
Someone is making transactions on my account, I think they took my card information.	compromised_card
Any extra charges for exchanging currencies?	exchange_charge
You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.	activate_my_card
Isn't my top-up supposed to mean its complete?	pending_top_up
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.	transaction_charged_twice
I got $20 when I should've gotten $100	wrong_amount_of_cash_received
My funds are low, can I auto top up?	automatic_top_up
Why is my withdrawal from the ATM still showing as pending?	pending_cash_withdrawal
Is it possible for me to give my daughter a second card for this account?	getting_spare_card
Where is the transfer to my account?	balance_not_updated_after_bank_transfer
Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening .	declined_transfer
Can my password be reset if I do not have it?	passcode_forgotten
What is your shipping policies for cards?	card_delivery_estimate
How many disposable cards can I have at one time?	disposable_card_limits
I need more assistance with how to activate my card.	activate_my_card
My card is missing.	lost_or_stolen_card
I didn't receive the correct amount of cash	wrong_amount_of_cash_received
My transfers keep on getting declined. My card was working fine up until now, however it has suddenly stopped working. Why is this?	declined_transfer
I'd like to have extra cards. Will I have to pay for that?	getting_spare_card
Why would a transfer to an account not be allowed?	beneficiary_not_allowed
What happens if I forget my PIN?	pin_blocked
I want to hold and exchange fiat currencies, what can I use to do so?	fiat_currency_support
I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?	transaction_charged_twice
How do you come up with your exchange rate	exchange_rate
How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.	cancel_transfer
I would like to change my personal details.	edit_personal_details
Why didn't my transfer get to the recipient?	transfer_not_received_by_recipient
My identity verification didn't work	unable_to_verify_identity
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.	card_payment_fee_charged
I'm not able to activate my card how do I fix this problem?	activate_my_card
Could you inform me as to why I have been charged a higher fee for doing banking abroad.	transfer_fee_charged
I made a cash withdrawal at an ATM but it still says pending in my account.	pending_cash_withdrawal
What does it mean to have a pending cash withdrawal?	pending_cash_withdrawal
Do you accept Visa or Mastercard?	visa_or_mastercard
I can't get into the app with the passcode.	passcode_forgotten
Why is there a â¬1 charge on my statement?	extra_charge_on_statement
The top-up is broken.	pending_top_up
Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!	balance_not_updated_after_cheque_or_cash_deposit
I wish to remove my account.	terminate_account
The balance has not been updated.	balance_not_updated_after_bank_transfer
I didn't receive the correct amount of cash when I exchanged it overseas.	wrong_exchange_rate_for_cash_withdrawal
How can I use my American Express to add money into my account?	supported_cards_and_currencies
What limits are the to top-ups?	top_up_limits
What kind of fees will I pay when I transfer?	transfer_fee_charged
I'm not happy with the services I'm getting with this company. Can you please delete my account?	terminate_account
my balance has not changed, despite depositing a cheque	balance_not_updated_after_cheque_or_cash_deposit
Why was I charged a fee for debit or credit card payment?	card_payment_fee_charged
Why is my cash withdrawal pending?	pending_cash_withdrawal
How can I transfer money using my credit card?	topping_up_by_card
I used my card to make a payment and wondered why the payment was reverted?	reverted_card_payment?
I don't see a money transfer yet	pending_transfer
Please tell my why I was charged a fee for using my card?	card_payment_fee_charged
I got some cash in the ATM but its still pending	pending_cash_withdrawal
How long does it typically take to make a transfer from a UK bank? I just made one and it hasn't shown up in my account yet.	balance_not_updated_after_bank_transfer
Do you limit my top-ups?	top_up_limits
I can't access my account.	passcode_forgotten
Is a bank transfer acceptable for topping up my account?	transfer_into_account
What US credit cards do you accept?	supported_cards_and_currencies
Can I auto top-up as much as I want?	automatic_top_up
where did my funds come from?	verify_source_of_funds
phone is gone	lost_or_stolen_phone
Reasons for top up cancellation.	top_up_reverted
I have duplicated transactions on my statement	transaction_charged_twice
It does not appear that my message went through.	top_up_failed
I need to terminate my account immediately.	terminate_account
The ATM won't let me take out cash	declined_cash_withdrawal
I sent some money and the account hasn't recived the transfer I made.	transfer_not_received_by_recipient
I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?	beneficiary_not_allowed
What are the sources for the funds in my account?	verify_source_of_funds
Do I have to pay more for exchanges?	exchange_charge
I did a transaction to a wrong account!	cancel_transfer
I have not received the completed transaction.	transfer_not_received_by_recipient
What fiat currencies are used with holdings and exchanges?	fiat_currency_support
The correct exchange rate wasn't given to me for an item I purchased.	card_payment_wrong_exchange_rate
Transfer was declined.	declined_transfer
I have money in a foreign account that I want to send to this account.	transfer_into_account
Is there a fee for sending out more cards?	getting_spare_card
